CustomerID,Recency,Frequency,Monetary,ProductDiversity,AverageSpend,Decorations_Spend_Pct,Gadgets_Spend_Pct,Homeware_Spend_Pct,Kitchenware_Spend_Pct,Other_Spend_Pct,Stationery_Spend_Pct,Future_Spend,High_Value_Customer
12453,34,1,707.09,43,707.09,0.24438190329378157,0.0,0.0,0.14496033036812853,0.35588114667156934,0.25477661966652054,0.0,0
17732,272,1,303.97,18,303.97,0.25963088462677236,0.1164588610718163,0.17008257393821757,0.23028588347534293,0.22354179688785075,0.0,0.0,0
17556,105,1,157.9,6,157.9,0.0,0.4749841671944268,0.0,0.363837872070931,0.09468017732742241,0.06649778340721976,0.0,0
15804,8,4,2076.91,103,519.2275,0.11477627822101102,0.0584329605038254,0.10946068919693198,0.4319108675869441,0.18085521279208056,0.104563991699207,2129.48,1
13092,111,4,439.75,15,109.9375,0.12620807276861853,0.0,0.0,0.03376918703808983,0.735986355884025,0.10403638430926662,38.08,0
16303,15,2,4036.33,112,2018.165,0.27721222001174334,0.013764979573027974,0.022297483109656544,0.23241409894632006,0.33755911929896715,0.11675209906028497,1324.3,1
18246,133,1,232.9,2,232.9,0.8733361957921855,0.0,0.0,0.0,0.0,0.1266638042078145,363.2,0
15670,196,1,173.05,12,173.05,0.27564287778098817,0.0,0.2513724357122219,0.05778676683039584,0.31291534238659346,0.10228257728980064,0.0,0
12686,271,1,89.14,7,89.14,0.09535562037244784,0.0,0.0,0.0,0.5344402064168723,0.37020417321067983,0.0,0
14142,273,1,311.81,22,311.81,0.21352746865078093,0.07504570090760398,0.0,0.05067188351880953,0.4781437413809692,0.18261120554183638,0.0,0
13310,106,2,817.65,50,408.825,0.16825047391915857,0.21684094661529996,0.04268329970036079,0.2798630220754602,0.18008928025438758,0.11227297743533299,314.38,0
12866,183,1,559.12,26,559.12,0.03165688939762484,0.0,0.128058377450279,0.5818428959793962,0.12430247531835742,0.13413936185434253,0.0,0
13389,132,1,257.89,18,257.89,0.380511070611501,0.0,0.1727480708829346,0.0,0.44674085850556444,0.0,540.07,0
12724,73,2,280.36,15,140.18,0.472606648594664,0.08902839206734199,0.0,0.058852903409901555,0.1783421315451562,0.2011699243829362,751.0500000000001,0
14236,271,1,189.3,3,189.3,0.0,0.0,0.8367670364500792,0.0,0.16323296354992076,0.0,301.56,0
17147,106,2,973.11,42,486.555,0.22320189906588153,0.0,0.0,0.42383697629250544,0.3030181582760428,0.04994296636557018,741.48,0
17711,189,1,220.53000000000003,13,220.53000000000003,0.5381580737314651,0.0408107740443477,0.0,0.20201333151952114,0.13875663175078218,0.08026118895388383,164.57,0
16639,106,2,471.15000000000003,19,235.57500000000002,0.3603947787328876,0.11270296084049666,0.2188262761328664,0.15822986310092327,0.11227846757932716,0.03756765361349889,786.36,0
12524,62,6,3122.48,92,520.4133333333333,0.16253747021598217,0.010664599933386282,0.07823909200379185,0.2449014885603751,0.32652891291537495,0.17712843637108963,1363.24,1
14853,111,1,214.5,3,214.5,0.0,0.0,0.0,0.1832167832167832,0.8167832167832167,0.0,261.3,0
17180,141,3,564.86,77,188.28666666666666,0.2747052366958184,0.010445066034061538,0.014605388945933506,0.22733066600573593,0.3764649647700315,0.09644867754841907,231.17,0
13654,45,4,1714.27,100,428.5675,0.20647272599998834,0.05764552841734382,0.014525133147053847,0.10556680102900944,0.3981228161258145,0.21766699528079006,993.0600000000001,1
14857,48,1,522.52,29,522.52,0.11563193753349155,0.0,0.0685141238612876,0.15511367985914415,0.6417936155553855,0.018946643190691267,650.6,0
13873,19,3,389.6,21,129.86666666666667,0.37507700205338806,0.026694045174537988,0.1419917864476386,0.175564681724846,0.24011806981519504,0.04055441478439425,0.0,0
13148,33,10,2789.87,173,278.98699999999997,0.17092911139228711,0.14803557154992886,0.11729578797578383,0.10121260130400342,0.39771387197252916,0.06481305580546763,917.25,1
15745,136,1,302.85,18,302.85,0.5002476473501734,0.0,0.0,0.0392933795608387,0.4105993065874195,0.049859666501568436,791.74,0
15589,155,3,478.53000000000003,28,159.51000000000002,0.2296198775416379,0.036988276597078554,0.0,0.1733433640524105,0.44971057195996067,0.1103379098489123,0.0,0
14794,103,4,679.54,37,169.885,0.05959914059510846,0.0,0.24033905288871885,0.20558024546016423,0.46837566589163254,0.0261058951643759,640.37,0
17819,82,6,3468.47,36,578.0783333333333,0.05965742820321352,0.0,0.0,0.4260495261599495,0.511020709419427,0.0032723362174099826,236.39999999999998,1
14867,85,3,710.28,31,236.76,0.508362899138368,0.04603818212535902,0.08447372867038351,0.04479923410486006,0.31632595596102947,0.0,0.0,0
15951,185,1,375.16999999999996,22,375.16999999999996,0.3775621718154437,0.027720766585814436,0.08702721432950396,0.08476157475277875,0.4229282725164592,0.0,333.05,0
13777,29,24,12360.24,35,515.01,0.18501906111855435,0.1282475097570921,0.20616104541659383,0.14548503912545388,0.3251846242467784,0.009902720335527465,13616.92,1
16297,168,1,301.9,20,301.9,0.36816826763829086,0.0,0.10599536270288176,0.10549850944021201,0.33607154686982443,0.08426631334879099,0.0,0
15133,27,3,982.42,27,327.4733333333333,0.15068911463528836,0.0,0.34119826550762405,0.10189124814234238,0.4015797723987704,0.004641599315974838,0.0,0
13494,211,1,316.26000000000005,18,316.26000000000005,0.06450388920508442,0.05533421868083222,0.037627268702965906,0.05644090305444887,0.44251565167899826,0.34357806867767027,0.0,0
16777,157,1,177.25,35,177.25,0.07136812411847672,0.09985895627644571,0.3856135401974612,0.177771509167842,0.25833568406205926,0.007052186177715092,49.1,0
12962,13,1,170.54000000000002,11,170.54000000000002,0.0,0.0,0.0,0.19115749970681364,0.8088425002931863,0.0,95.85000000000001,0
12571,21,1,248.35,14,248.35,0.5858667203543386,0.07972619287296154,0.0,0.05979464465472117,0.0,0.2746124421179787,271.26,0
17660,41,1,196.0,37,196.0,0.7326530612244898,0.12168367346938776,0.012755102040816327,0.0,0.07147959183673469,0.06142857142857142,0.0,0
16626,13,7,2165.34,74,309.3342857142857,0.12933303776774085,0.09361116499025555,0.05620364469321215,0.2906933784070862,0.43015877414170517,0.0,2247.7599999999998,1
14285,76,1,5.9,1,5.9,0.0,1.0,0.0,0.0,0.0,0.0,1904.1100000000001,0
16801,63,4,1619.73,72,404.9325,0.3270298136109105,0.0,0.30535953523118053,0.15766825335086712,0.17046050885024047,0.03948188895680144,0.0,0
12971,7,61,7854.76,80,128.7665573770492,0.2579111265016372,0.13641537106162377,0.05167567182192708,0.007180359425367548,0.18222708268616739,0.36459038850327696,3335.15,1
15985,23,2,1142.42,29,571.21,0.22173981547942087,0.1071409814253952,0.0,0.3301762924318552,0.22749951856585146,0.11344339209747727,0.0,0
12393,145,3,1061.1000000000001,33,353.70000000000005,0.22632174158891713,0.0,0.016021110168692863,0.15262463481292995,0.5759117896522477,0.029120723777212323,521.5,0
17298,1,2,498.42,30,249.21,0.42297660607519766,0.01998314674371012,0.03190080654869387,0.15870149672966571,0.30042935676738497,0.0660085871353477,0.0,0
12379,70,1,459.84,20,459.84,0.09981732776617955,0.0,0.0,0.41036012526096033,0.2810542797494781,0.20876826722338207,392.40000000000003,0
16743,12,6,1885.8600000000001,82,314.31,0.3918954747436183,0.03286033957982035,0.042267188444529286,0.11292990996150297,0.40771849447997194,0.012328592790557093,352.23,1
17718,132,1,139.35,6,139.35,0.6017222820236814,0.0,0.0,0.0,0.3982777179763186,0.0,0.0,0
13939,8,2,390.21,32,195.105,0.5779964634427616,0.06458061044053202,0.0,0.08733758745290997,0.18766817867302224,0.08241715999077419,178.34,0
14262,7,3,855.0,42,285.0,0.0,0.09263157894736841,0.14035087719298245,0.11064327485380117,0.42093567251461983,0.23543859649122806,1763.23,0
13563,40,1,310.88,39,310.88,0.07221435923829131,0.04857179619145651,0.47413793103448276,0.1307578486875965,0.25482501286670095,0.019493051981471953,466.65,0
17455,103,1,131.7,8,131.7,0.5011389521640092,0.0,0.0,0.1343963553530752,0.36446469248291574,0.0,0.0,0
13570,143,1,239.49,27,239.49,0.46068729383272783,0.0,0.075786045346361,0.03724581402146227,0.19470541567497596,0.23157543112447282,0.0,0
13064,52,2,659.25,31,329.625,0.10053849070913917,0.2241183162684869,0.14895714827455442,0.022753128555176336,0.42882062950322336,0.07481228668941979,460.24,0
13534,7,21,4371.53,101,208.16809523809522,0.1522464674839244,0.01476599725954071,0.13046461993855699,0.10018231603122935,0.5781271088154492,0.02421349047129952,1498.55,1
15313,10,1,52.0,1,52.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0
